coursePrefix,courseNum,fee,section,credits,days,times,building,room,title,prof,days2,times2,building2,room2
ACG,2021,$8.88,02AG,4,TBA,,,,INTRO FINAN ACCOUNTNG,"Goslinga,Jill Kristen;",,,,
ACG,2021,$8.88,02A0,4,,,WEB,,INTRO FINAN ACCOUNTNG,"Goslinga,Jill Kristen;",,,,
ACG,2021,$38.12,DEPT,4,,,WEB,,INTRO FINAN ACCOUNTNG,"Goslinga,Jill Kristen;",,,,
ACG,2071,$8.88,0003,4,TBA,,,,INTRO MANAGERIAL ACCT,"Garvin,Deborah R;",,,,
ACG,2071,$8.88,02FE,4,,,WEB,,INTRO MANAGERIAL ACCT,"Garvin,Deborah R;",,,,
ACG,2071,$38.12,DEPT,4,,,WEB,,INTRO MANAGERIAL ACCT,"Garvin,Deborah R;",,,,
ACG,5005,,DEPT,2,T R,1-2,HGS,140,FINANCIAL ACCOUNTING,"Falk,Christopher W;",,,,
ACG,5226,$3.40,0007,2,T R,1-2,GER,0126,MERGERS CONSOL STATEM,"Singh,Sonia R;",,,,
ACG,5815,$3.40,4003,2,T R,1-2,GER,0126,ACC INST & PROF LIT,"Singh,Sonia R;",,,,
TAX,5065,$3.40,4D83,2,M W,1-2,GER,0121,TAX PROF RESEARCH,"Boyles,Jesse V;",,,,
TAX,5065,$3.40,4D84,2,M W,3-4,GER,0121,TAX PROF RESEARCH,"Boyles,Jesse V;",,,,
ACG,4111,$2.25,7H01,4,M W,1-2,GER,0126,FIN ACCOUNTING REP 2,"Singh,Sonia R;",,,,
ACG,4941,,DEPT,VAR,TBA,,,,SUPERVISED INTERNSHIP,"Desantiago,Dominigue A;",,,,
ACG,7979,,DEPT,VAR,TBA,,,,ADVANCED RESEARCH,"Asare,Stephen K;",,,,
ADV,3001,,0010,3,MTWRF,2,NSC,0225,ADVERTISING STRATEGY,"Morton Padovano,Cynthia R;",,,,
ADV,3008,,0009,3,MTWRF,3,TUR,L005,PRINCIPLE OF ADVERTIS,"Starr,Walter J;",,,,
ADV,3203,,1020,3,MTWRF,3,TUR,2342,INTRO DESIGN/GRAPHICS,"Elias,Troy;",,,,
ADV,3500,,0012,3,MTWRF,2,NSC,0227,ADVERTISING RESEARCH,"Bakry,Amal Mohamed Gamal;",,,,
ADV,4101,$13.50,1063,3,T,3-5,NSC,0225,COPY & VISUALIZATION,"Duke,Lisa Lee;",W,3-5,WEIM,2056
ADV,4300,,0649,3,MTWRF,2,TUR,2333,MEDIA PLANNING,"Zheng,Lu;",,,,
ADV,4905,,DEPT,VAR,TBA,,,,INDIVIDUAL PROBLEMS,"Pisani,Joseph R;",,,,
ADV,4940,,DEPT,VAR,TBA,,,,ADVERTISING INTERNSHP,"Pisani,Joseph R;",,,,
ADV,3008,,4G83,3,MTWRF,5,CSE,E222,PRINCIPLE OF ADVERTIS,"Starr,Walter J;",,,,
ADV,4101,$13.50,4904,3,WR,5-7,WEIM,2056,COPY & VISUALIZATION,"Cozart,Christina Loosli;",,,,
ADV,4940,,DEPT,VAR,TBA,,,,ADVERTISING INTERNSHP,"Kelleher,Thomas A;",,,,
ADV,3502,$3.00,7E39,3,,,WEB,,ADVERTISING SALES,"Padovano,Robert;",,,,
ADV,4400,$3.00,8763,3,,,WEB,,INTERNATNL ADVERTISNG,"Kim,Junga;",,,,
ADV,4800,,DEPT,3,TBA,,,,ADVERTISING CAMPAIGNS,"Treise,Deborah M;",,,,
ADV,4930,,DEPT,3,TBA,,,,ENGLISH/FRENCHCULTURE,"Treise,Deborah M;",,,,
ADV,4930,,DEPT,3,TBA,,,,ADV & HAPPINESS,"Weigold,Michael Fredrick;",,,,
ADV,4930,,DEPT,3,TBA,,,,PERSONAL EFFECTIVENES,"Weigold,Michael Fredrick;",,,,
ADV,4940,,DEPT,VAR,TBA,,,,ADVERTISING INTERNSHP,"Kelleher,Thomas A;",,,,
AFA,2000,,4C63,3,MTWRF,2,TUR,2318,INTR AFRICAN AMER STU,"Hunter,Ishante L;",,,,
AFA,3930,,408F,3,MTWRF,3,TUR,2334,SOCIO RACE & HIP HOP,"Southwell,Charisse Nerissa;",,,,
AFA,4905,,DEPT,VAR,TBA,,,,INDIVIDUAL STUDY,"Austin,Sharon Denise;",,,,
AFA,2000,$18.00,7H58,3,,,WEB,,INTR AFRICAN AMER STU,"Adejumo,Vincen E;",,,,
AFA,3110,$18.00,709H,3,,,WEB,,AFR AM/BLK ATLN THGHT,"Austin,Sharon Denise;",,,,
