coursePrefix,courseNum,fee,section,credits,days,times,building,room,title,prof,days2,times2,building2,room2
ACG,2021,$31.24,02F7,4,TBA,,,,INTRO FINAN ACCOUNTNG,"Goslinga,Jill Kristen;",,,,
ACG,2021,$40.28,DEPT,4,,,WEB,,INTRO FINAN ACCOUNTNG,"Goslinga,Jill Kristen;",,,,
ACG,5005,$2.25,DEPT,2,T R,1-2,HGS,140,FINANCIAL ACCOUNTING,"Falk,Christopher W;",,,,
ACG,5226,$2.25,0007,2,M W,1-2,GER,0121,ADVANCED ACCOUNTING,"Singh,Sonia R;",,,,
ACG,2071,$31.24,4F42,4,TBA,,,,INTRO MANAGERIAL ACCT,"Garvin,Deborah R;",,,,
ACG,2071,$40.28,DEPT,4,,,WEB,,INTRO MANAGERIAL ACCT,"Garvin,Deborah R;",,,,
ACG,5815,$2.25,4003,2,M W,1-2,GER,0122,ACCOUNTING REGULATION,"Singh,Sonia R;",,,,
TAX,5065,$2.25,4D83,2,T R,1-2,GER,0121,TAX PROF RESEARCH,"Boyles,Jesse V;",,,,
TAX,5065,$2.25,4D84,2,T R,3-4,GER,0121,TAX PROF RESEARCH,"Boyles,Jesse V;",,,,
ACG,4111,$1.50,7H01,4,T R,3-4,GER,0126,FIN ACCOUNTING REP 2,"Singh,Sonia R;",,,,
ACG,4341,$1.50,7134,4,M W,3-4,GER,0126,COST MGMNT ACCOUNTING,"Xu,Tian;",,,,
ACG,4941,,DEPT,VAR,TBA,,,,SUPERVISED INTERNSHIP,"Laibson,John;",,,,
ACG,4970,$.80,DEPT,1,TBA,,,,HONORS THESIS,"Laibson,John;",,,,
ACG,7979,,DEPT,VAR,TBA,,,,ADVANCED RESEARCH,"Tucker,Jennifer Wu;",,,,
ADV,3001,,0010,3,MTWRF,3,CSE,E220,ADVERTISING STRATEGY,"Clark,Lawrence Milton;",,,,
ADV,3008,,0009,3,MTWRF,6,LIT,0121,PRINCIPLE OF ADVERTIS,"Starr,Walter J;",,,,
ADV,3500,,0012,3,MTWRF,2,CSE,E220,ADVERTISING RESEARCH,"McDonald,Casey J;",,,,
ADV,4101,$13.50,1063,3,TWR,3-4,WEIM,2056,COPY & VISUALIZATION,"Goodman,Jennifer Robyn Potter;",,,,
ADV,4300,,0649,3,MTWRF,6,MCCA,3194,MEDIA PLANNING,"Wen,Jing;",,,,
ADV,4905,,DEPT,VAR,,,WEB,,INDIVIDUAL PROBLEMS,"Kelleher,Thomas A;",,,,
ADV,4940,,DEPT,VAR,,,WEB,,ADVERTISING INTERNSHP,"Kelleher,Thomas A;",,,,
MMC,2100,,DEPT,3,,,WEB,,WRITING MASS COMMUNIC,"Marino,Robert M;",,,,
MMC,2100,,DEPT,3,,,WEB,,WRITING MASS COMMUNIC,"Marino,Robert M;Moore,David L;",,,,
MMC,2100,,DEPT,3,,,WEB,,WRITING MASS COMMUNIC,"Marino,Robert M;Mccrory,Sean P;",,,,
ADV,3008,,4G83,3,MTWRF,6,LIT,0113,PRINCIPLE OF ADVERTIS,"Starr,Walter J;",,,,
ADV,4940,,DEPT,VAR,,,WEB,,ADVERTISING INTERNSHP,"Kelleher,Thomas A;",,,,
ADV,3008,,7B46,3,,,WEB,,PRINCIPLE OF ADVERTIS,"Shelton,Summer S;",,,,
ADV,3502,,7E39,3,,,WEB,,ADVERTISING SALES,"Padovano,Robert;",,,,
ADV,4101,$13.50,7A10,3,,,WEB,,COPY & VISUALIZATION,"Stude,Tyrone;",,,,
ADV,4400,,8763,3,,,WEB,,INTERNATNL ADVERTISNG,"Dodoo,Naa Amponsah;",,,,
ADV,4940,,DEPT,VAR,,,WEB,,ADVERTISING INTERNSHP,"Kelleher,Thomas A;",,,,
MMC,3203,,7F27,3,,,WEB,,ETHICS/PROBS MASS COM,"Pimentel,Daniel;",,,,
MMC,3203,,745D,3,,,WEB,,ETHICS/PROBS MASS COM,"Bashir,Aqsa;",,,,
AFA,3915C,,4A27,3,M W F,4,TUR,2318,MENTORING AT-RISK YTH,"Adejumo,Vincent E;",,,,
