coursePrefix,courseNum,fee,section,credits,days,times,building,room,title,prof,days2,times2,building2,room2
ACG,2021,$2.00,02AG,4,,,WEB*,,INTRO FINAN ACCOUNTNG,"Goslinga,Jill Kristen;",,,,
ACG,2021,$2.00,DEPT,4,,,WEB,,INTRO FINAN ACCOUNTNG,"Goslinga,Jill Kristen;",,,,
ACG,5005,$2.25,DEPT,2,T R,1-2,HGS,140,FINANCIAL ACCOUNTING,"Falk,Christopher W;",,,,
ACG,5226,$2.25,0007,2,M W,1-2,GER,0121,ADVANCED ACCOUNTING,"Singh,Sonia R;",,,,
ACG,2071,,4H43,4,TBA,,,,INTRO MANAGERIAL ACCT,"Garvin,Deborah R;",,,,
ACG,2071,$2.00,DEPT,4,,,WEB,,INTRO MANAGERIAL ACCT,"Garvin,Deborah R;",,,,
ACG,5815,$2.25,4003,2,M W,1-2,GER,0121,ACCOUNTING REGULATION,"Singh,Sonia R;",,,,
TAX,5065,$2.25,4D83,2,T R,1-2,GER,0122,TAX PROF RESEARCH,"Boyles,Jesse V;",,,,
TAX,5065,$2.25,4D84,2,T R,3-4,GER,0122,TAX PROF RESEARCH,"Boyles,Jesse V;",,,,
ACG,4111,$1.50,7H01,4,T R,3-4,STZ,0102,FIN ACCOUNTING REP 2,"Singh,Sonia R;",,,,
ACG,4341,$1.50,7134,4,M W,3-4,STZ,0102,COST MGMNT ACCOUNTING,"Park,Hyun Jong;",,,,
ACG,4941,,DEPT,VAR,TBA,,,,SUPERVISED INTERNSHIP,"Laibson,John;",,,,
ACG,4970,$.80,DEPT,1,TBA,,,,HONORS THESIS,"Laibson,John;",,,,
ACG,6935,,DEPT,3,TBA,,,,ACTG RSCRH & ANALYSIS,"Mcgill,Gary A;",,,,
ACG,7979,,DEPT,VAR,TBA,,,,ADVANCED RESEARCH,"Asare,Stephen K;",,,,
ADV,3001,,0010,3,MTWRF,1,NSC,0227,ADVERTISING STRATEGY,"Starr,Walter J;",,,,
ADV,3008,,0009,3,MTWRF,3,TUR,L005,PRINCIPLE OF ADVERTIS,STAFF;,,,,
ADV,3500,,0012,3,MTWRF,6,NSC,0227,ADVERTISING RESEARCH,"Ju,Ilyoung;",,,,
ADV,4101,$13.50,1063,3,TWR,3-4,WEIM,2056,COPY & VISUALIZATION,"Goodman,Jennifer Robyn Potter;",,,,
ADV,4300,,0649,3,MTWRF,7,NSC,0227,MEDIA PLANNING,"Wen,Jing;",,,,
ADV,4905,,DEPT,VAR,TBA,,,,INDIVIDUAL PROBLEMS,"Kelleher,Thomas A;",,,,
ADV,4940,,DEPT,VAR,TBA,,,,ADVERTISING INTERNSHP,"Kelleher,Thomas A;",,,,
MMC,2100,$1.50,DEPT,3,,,WEB,,WRITING MASS COMMUNIC,"Jester,Erin M;Marino,Robert M;",,,,
MMC,2100,$1.50,DEPT,3,,,WEB,,WRITING MASS COMMUNIC,"Marino,Robert M;Moore,David L;",,,,
MMC,2100,$1.50,DEPT,3,,,WEB,,WRITING MASS COMMUNIC,"Marino,Robert M;Mccrory,Sean P;",,,,
MMC,2100,$1.50,DEPT,3,,,WEB,,WRITING MASS COMMUNIC,"Marino,Robert M;",,,,
ADV,3008,,4G83,3,MTWRF,7,TUR,L005,PRINCIPLE OF ADVERTIS,"Starr,Walter J;",,,,
