coursePrefix,courseNum,fee,section,credits,days,times,building,room,title,prof,days2,times2,building2,room2
ACG,2021,$25.00,02F7,4,,,WEB,,INTRO FINAN ACCOUNTNG,"Goslinga,Jill Kristen;",,,,
ACG,5005,$1.00,DEPT,2,M W,4-5,HGS,240,FINANCIAL ACCOUNTING,"Falk,Christopher W;",,,,
ACG,5226,$1.00,0007,2,M W,1-2,GER,0121,ADVANCED ACCOUNTING,"Singh,Sonia R;",,,,
ACG,2071,$25.00,4F42,4,,,WEB,,INTRO MANAGERIAL ACCT,"Schadewald,Michael;",,,,
ACG,5815,$1.00,4003,2,M W,1-2,GER,0121,ACCOUNTING REGULATION,"Singh,Sonia R;",,,,
TAX,5065,$1.00,4D83,2,T R,1-2,GER,0121,TAX PROF RESEARCH,"Boyles,Jesse V;",,,,
TAX,5065,$1.00,4D84,2,T R,3-4,GER,0121,TAX PROF RESEARCH,"Boyles,Jesse V;",,,,
ACG,4111,$1.00,7H01,4,M W,3-4,GER,0126,FIN ACCOUNTING REP 2,"Singh,Sonia R;",,,,
ACG,4341,$1.00,7134,4,T R,3-4,GER,0126,COST MGMNT ACCOUNTING,"Cicone,Nicholas J;",,,,
ACG,4941,,DEPT,VAR,TBA,,,,SUPERVISED INTERNSHIP,"Laibson,John;",,,,
ACG,4970,,DEPT,1,TBA,,,,HONORS THESIS,"Laibson,John;",,,,
ACG,7979,,DEPT,VAR,TBA,,,,ADVANCED RESEARCH,"Tucker,Jennifer Wu;",,,,
ADV,3008,$1.20,0009,3,MTWRF,6,LIT,0121,PRINCIPLE OF ADVERTIS,"Starr,Walter J;",,,,
ADV,3500,,0012,3,MTWRF,2,ROL,0205,DIGITAL INSIGHTS,"Chung,Yoo Jin;",,,,
ADV,4101,$1.60,1063,3,TWR,3-4,WEIM,2056,COPY & VISUALIZATION,"Goodman,Jennifer Robyn Potter;",,,,
ADV,4300,,0649,3,MTWRF,6,ROL,0205,MEDIA PLANNING,"Xiao,Min;",,,,
ADV,4905,,DEPT,VAR,,,WEB,,INDIVIDUAL PROBLEMS,"Kelleher,Thomas A;",,,,
ADV,4940,,DEPT,VAR,,,WEB,,ADVERTISING INTERNSHP,"Kelleher,Thomas A;",,,,
MMC,2100,,DEPT,3,,,WEB,,WRITING MASS COMMUNIC,"Marino,Robert M;",,,,
MMC,2100,,DEPT,3,,,WEB,,WRITING MASS COMMUNIC,"Marino,Robert M;Moore,David L;",,,,
MMC,2100,,DEPT,3,,,WEB,,WRITING MASS COMMUNIC,"Marino,Robert M;Mccrory,Sean P;",,,,
ADV,3008,$1.20,4G83,3,MTWRF,6,LIT,0113,PRINCIPLE OF ADVERTIS,"Starr,Walter J;",,,,
